,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
1161,62,177,1,2,True,2024-09-22T12:30:00Z,4,1,23,65,0,0,0,1,0,0,0,0,0,0,0,0.000000,77,-981,3639,20,1001
1162,62,186,5,1,False,2024-09-28T16:00:00Z,0,1,24,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,76,-322,3345,10,332
1163,62,198,11,2,False,2024-10-20T12:30:00Z,1,2,25,81,0,0,0,1,0,0,0,0,0,0,0,0.000000,75,-343,3010,5,348
1164,62,202,15,6,True,2024-10-27T18:15:00Z,4,0,26,72,0,1,1,0,0,0,0,0,0,0,0,0.000000,75,-78,2944,6,84
1165,62,213,10,6,False,2024-11-03T16:00:00Z,0,3,27,80,0,1,1,0,0,0,0,0,0,0,0,0.000000,75,-33,2908,7,40
1166,62,218,8,2,True,2024-11-09T17:00:00Z,2,1,28,70,0,0,0,1,0,0,0,0,0,0,0,0.000000,75,3,2908,39,36
1167,62,228,9,5,False,2024-11-23T16:00:00Z,2,1,29,90,0,1,0,2,0,0,0,0,0,0,0,0.000000,75,-67,2826,8,75
1168,62,234,16,2,True,2024-12-01T16:00:00Z,1,1,30,68,0,0,0,1,0,0,0,0,0,0,0,0.000000,74,-31,2802,14,45
1169,15,2,3,3,False,2024-04-01T12:30:00Z,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,105,0,22854,0,0
1170,15,9,16,3,True,2024-04-06T16:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,105,-175,24095,248,423
1171,15,22,8,11,False,2024-04-14T17:15:00Z,0,5,3,90,1,0,1,0,0,0,0,0,0,3,0,0.000000,105,-1468,22733,80,1548
1172,15,33,9,2,True,2024-04-21T17:15:00Z,1,1,4,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,105,906,23872,1559,653
1173,15,34,11,9,False,2024-04-27T16:00:00Z,1,3,5,90,1,0,0,1,0,0,1,0,0,3,0,0.000000,105,107,24056,769,662
1174,15,43,14,3,True,2024-05-05T15:00:00Z,1,0,6,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,105,1264,25409,1553,289
1175,15,51,7,15,False,2024-05-12T12:30:00Z,2,4,7,71,2,0,0,1,0,0,0,0,0,3,0,0.000000,105,508,25956,768,260
1176,15,58,15,16,True,2024-05-16T16:00:00Z,4,0,8,76,2,0,1,0,0,0,0,0,0,3,0,0.000000,106,1081,27082,1360,279
1177,15,66,4,2,False,2024-05-20T15:00:00Z,1,0,9,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,107,2668,29834,2680,12
1178,15,74,6,9,True,2024-05-24T17:00:00Z,2,2,10,90,1,0,0,2,0,0,0,0,0,2,0,0.000000,108,1285,32014,1303,18
1179,15,84,12,10,True,2024-05-29T17:00:00Z,1,1,10,90,1,0,0,1,0,0,0,0,0,3,0,0.000000,108,1285,32014,1303,18
1180,15,87,5,5,False,2024-06-02T15:00:00Z,0,1,11,90,0,0,1,0,0,0,0,0,0,2,0,0.000000,108,1219,32512,1231,12
1181,15,97,13,1,False,2024-06-28T17:00:00Z,1,2,12,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,162,32700,448,286
1182,15,101,2,11,True,2024-07-07T12:30:00Z,5,1,13,76,0,2,1,0,0,0,0,0,0,2,0,0.000000,109,311,33077,427,116
1183,15,113,12,2,False,2024-07-13T15:00:00Z,2,1,14,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,110,-998,32091,601,1599
1184,15,117,10,0,True,2024-07-19T17:00:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-10760,20924,55,10815
1185,15,126,6,0,False,2024-07-27T14:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-3415,18006,0,3415
1186,15,132,5,0,True,2024-08-03T16:00:00Z,4,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-861,17191,0,861
1187,15,144,16,0,False,2024-08-10T16:00:00Z,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-471,16734,0,471
1188,15,153,13,0,True,2024-08-24T14:00:00Z,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-430,15922,0,430
1189,15,167,14,0,False,2024-09-01T15:00:00Z,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-260,15665,0,260
1190,15,169,4,0,True,2024-09-13T17:00:00Z,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-185,15480,0,185
1191,15,177,2,0,False,2024-09-22T12:30:00Z,4,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-118,15371,0,118
1192,15,185,7,0,True,2024-09-29T15:00:00Z,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-90,15281,0,90
1193,15,199,15,0,False,2024-10-19T16:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-105,15176,0,105
1194,15,201,11,0,True,2024-10-28T18:00:00Z,2,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-35,15144,0,35
1195,15,212,9,0,False,2024-11-03T16:00:00Z,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-41,15100,0,41
1196,15,217,3,0,True,2024-11-10T18:15:00Z,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-45,15052,0,45
1197,15,229,10,0,False,2024-11-23T16:00:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-43,15008,0,43
1198,15,233,8,0,True,2024-12-01T16:00:00Z,5,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,109,-25,14979,0,25
1199,157,3,8,2,False,2024-04-01T15:00:00Z,2,3,1,90,0,0,0,2,0,0,0,0,5,0,0,0.000000,45,0,147,0,0
1200,157,10,6,4,True,2024-04-07T12:30:00Z,1,1,2,90,0,0,0,1,0,0,0,0,4,1,0,0.000000,45,33,234,47,14
1201,157,18,9,2,False,2024-04-14T15:00:00Z,2,0,3,90,0,0,0,2,0,0,0,0,4,0,0,0.000000,45,-3,233,5,8
1202,157,29,15,8,True,2024-04-21T15:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,3,1,0,0.000000,45,4,242,13,9
1203,157,39,14,2,False,2024-04-28T15:00:00Z,2,2,5,90,0,0,0,2,0,0,0,0,4,0,0,0.000000,45,15,259,21,6
1204,157,45,4,4,True,2024-05-05T15:00:00Z,1,1,6,90,0,0,0,1,0,0,0,0,4,1,0,0.000000,45,16,286,33,17
1205,157,51,1,2,True,2024-05-12T12:30:00Z,2,4,7,90,0,0,0,4,0,0,0,0,6,0,0,0.000000,45,5,292,10,5
1206,157,61,5,3,False,2024-05-16T16:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,4,0,0,0.000000,45,11,307,17,6
1207,157,68,2,2,True,2024-05-20T15:00:00Z,2,2,9,90,0,0,0,2,0,0,0,0,3,0,0,0.000000,45,21,329,29,8
1208,157,78,11,3,False,2024-05-26T15:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,7,0,0,0.000000,45,49,1027,55,6
1209,157,82,2,2,False,2024-05-29T17:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,5,0,0,0.000000,45,49,1027,55,6
1210,157,89,13,3,True,2024-06-02T15:00:00Z,3,1,11,90,0,0,0,1,0,0,0,0,3,0,0,0.000000,45,11,387,15,4
1211,157,96,10,2,False,2024-06-28T17:00:00Z,1,1,12,90,0,0,0,1,0,0,0,0,2,0,0,0.000000,45,10,399,17,7
1212,157,105,3,4,True,2024-07-08T17:00:00Z,3,1,13,90,0,0,0,1,0,0,0,0,3,1,0,0.000000,45,-2,400,3,5
